일자,특성추출,문서 식별자,Value
20191006,廉潔,1,-5.720311776607412
20191006,희자매,1,-5.720311776607412
20191006,희생자,2,-5.0271645960474665
20191006,희생양,1,-5.720311776607412
20191006,흡연자,1,-5.720311776607412
20191006,흉관,1,-5.720311776607412
20191006,휴일수당,1,-5.720311776607412
20191006,휴온스,1,-5.720311776607412
20191006,휴면재산,5,-4.110873864173311
20191006,휴면예금,2,-5.0271645960474665
20191006,휴면보험금,1,-5.720311776607412
20191006,휴면계좌통합조회시스템,1,-5.720311776607412
20191006,휴면,2,-5.0271645960474665
20191006,후측방,1,-5.720311776607412
20191006,후측,1,-5.720311776607412
20191006,후유증,2,-5.0271645960474665
20191006,후비,1,-5.720311776607412
20191006,후보지,1,-5.720311776607412
20191006,후보자,5,-4.110873864173311
20191006,후방순환계,1,-5.720311776607412
20191006,후니우스,1,-5.720311776607412
20191006,효율화,1,-5.720311776607412
20191006,효율성,2,-5.0271645960474665
20191006,횡령,2,-5.0271645960474665
20191006,회원들,3,-4.621699487939302
20191006,회원국,2,-5.0271645960474665
20191006,회삿돈,7,-3.7744016275520984
20191006,회사,1,-5.720311776607412
20191006,회계사법,1,-5.720311776607412
20191006,회계사,2,-5.0271645960474665
20191006,회계기록,1,-5.720311776607412
20191006,회계감사,1,-5.720311776607412
20191006,황제소환,1,-5.720311776607412
20191006,활성계,1,-5.720311776607412
20191006,활동가,1,-5.720311776607412
20191006,활동,1,-5.720311776607412
20191006,환급금,2,-5.0271645960474665
20191006,환경정비,1,-5.720311776607412
20191006,환경오염,1,-5.720311776607412
20191006,환경영향평가서,1,-5.720311776607412
20191006,환경부,1,-5.720311776607412
20191006,확진시,1,-5.720311776607412
20191006,확진,1,-5.720311776607412
20191006,확인,3,-4.621699487939302
20191006,확립,1,-5.720311776607412
20191006,확대법,1,-5.720311776607412
20191006,확대,1,-5.720311776607412
20191006,화제,1,-5.720311776607412
20191006,화재,1,-5.720311776607412
20191006,화장실,1,-5.720311776607412
20191006,화순군,1,-5.720311776607412
20191006,화성연쇄살인사건,4,-4.334017415487521
20191006,화성사건,7,-3.7744016275520984
20191006,화성군,2,-5.0271645960474665
20191006,화성,12,-3.2354051268194115
20191006,화물트럭,1,-5.720311776607412
20191006,화물차,1,-5.720311776607412
20191006,화물,1,-5.720311776607412
20191006,홍준표,2,-5.0271645960474665
20191006,홍준석,2,-5.0271645960474665
20191006,홍성군,3,-4.621699487939302
20191006,홍성,1,-5.720311776607412
20191006,홍빌라이,1,-5.720311776607412
20191006,홍보관,1,-5.720311776607412
20191006,홍병문,2,-5.0271645960474665
20191006,홍대입구,1,-5.720311776607412
20191006,홍대,1,-5.720311776607412
20191006,홈플러스,1,-5.720311776607412
20191006,홈페이지,5,-4.110873864173311
20191006,혼입,1,-5.720311776607412
20191006,혼인신고,1,-5.720311776607412
20191006,호흡기,1,-5.720311776607412
20191006,혜화,2,-5.0271645960474665
20191006,혜은이,1,-5.720311776607412
20191006,혜은씨,1,-5.720311776607412
20191006,혜은,1,-5.720311776607412
20191006,형형색색,1,-5.720311776607412
20191006,형사입건,4,-4.334017415487521
20191006,형사소송법,1,-5.720311776607412
20191006,형님,1,-5.720311776607412
20191006,협조체제,1,-5.720311776607412
20191006,협재해수욕장,1,-5.720311776607412
20191006,협의회,2,-5.0271645960474665
20191006,혐의사실,1,-5.720311776607412
20191006,혐의,6,-3.928552307379357
20191006,혈중알코올농도,1,-5.720311776607412
20191006,혈액형,1,-5.720311776607412
20191006,현화영,4,-4.334017415487521
20191006,현행범,1,-5.720311776607412
20191006,현지,2,-5.0271645960474665
20191006,현존건조물방화미수,1,-5.720311776607412
20191006,현장지휘소,1,-5.720311776607412
20191006,현장방문,1,-5.720311776607412
20191006,현장검증,1,-5.720311776607412
20191006,현장,2,-5.0271645960474665
20191006,현실화,1,-5.720311776607412
20191006,현대차,1,-5.720311776607412
20191006,현대자동차,1,-5.720311776607412
20191006,현대,1,-5.720311776607412
20191006,헬기,1,-5.720311776607412
20191006,헥토파스칼,5,-4.110873864173311
20191006,헤일,1,-5.720311776607412
20191006,헐트먼,1,-5.720311776607412
20191006,헌법상,1,-5.720311776607412
20191006,헌금,1,-5.720311776607412
20191006,허프먼,1,-5.720311776607412
20191006,허준,1,-5.720311776607412
20191006,허위사실유포,1,-5.720311776607412
20191006,허위사실,1,-5.720311776607412
20191006,허씨,5,-4.110873864173311
20191006,허승규,1,-5.720311776607412
20191006,행정처분,2,-5.0271645960474665
20191006,행정안전위원회,3,-4.621699487939302
20191006,행정안전부,2,-5.0271645960474665
20191006,행정관,1,-5.720311776607412
20191006,행정공무원,1,-5.720311776607412
20191006,행안부,1,-5.720311776607412
20191006,행사,1,-5.720311776607412
20191006,행복권,1,-5.720311776607412
20191006,행동,1,-5.720311776607412
20191006,해지환급금,1,-5.720311776607412
20191006,해죄,1,-5.720311776607412
20191006,해제,1,-5.720311776607412
20191006,해이,1,-5.720311776607412
