일자,특성추출,문서 식별자,Value
20190922,힘듦,1,-5.971261839790462
20190922,히마와리,1,-5.971261839790462
20190922,히로시마,1,-5.971261839790462
20190922,희생자,1,-5.971261839790462
20190922,희생들,1,-5.971261839790462
20190922,희망퇴직,1,-5.971261839790462
20190922,희망자,1,-5.971261839790462
20190922,희망사다리,1,-5.971261839790462
20190922,희망버스,1,-5.971261839790462
20190922,흥해읍,1,-5.971261839790462
20190922,흥양리,1,-5.971261839790462
20190922,흡입,1,-5.971261839790462
20190922,흔적,1,-5.971261839790462
20190922,흑산도,3,-4.872649551122352
20190922,휴직자,1,-5.971261839790462
20190922,휴대품,2,-5.278114659230517
20190922,휴대폰,1,-5.971261839790462
20190922,휴대전화,10,-3.6686767467964163
20190922,휘발유,1,-5.971261839790462
20190922,훈정,1,-5.971261839790462
20190922,훈소현상,1,-5.971261839790462
20190922,훈소,2,-5.278114659230517
20190922,후폭풍,1,-5.971261839790462
20190922,후일담,1,-5.971261839790462
20190922,후송,1,-5.971261839790462
20190922,후보자,3,-4.872649551122352
20190922,후반,1,-5.971261839790462
20190922,횡성,1,-5.971261839790462
20190922,횡단자,1,-5.971261839790462
20190922,회항,1,-5.971261839790462
20190922,회삿돈,1,-5.971261839790462
20190922,회사자금,1,-5.971261839790462
20190922,회복력,1,-5.971261839790462
20190922,황운하,1,-5.971261839790462
20190922,황씨,1,-5.971261839790462
20190922,황소개구리들,1,-5.971261839790462
20190922,황산,1,-5.971261839790462
20190922,황교안,3,-4.872649551122352
20190922,황계리,1,-5.971261839790462
20190922,황계동,1,-5.971261839790462
20190922,활약,1,-5.971261839790462
20190922,활성화,2,-5.278114659230517
20190922,활동가,2,-5.278114659230517
20190922,활동,1,-5.971261839790462
20190922,환풍기,1,-5.971261839790462
20190922,환송심,1,-5.971261839790462
20190922,환경사고,1,-5.971261839790462
20190922,환경부,2,-5.278114659230517
20190922,환경노동위원회,1,-5.971261839790462
20190922,확인,8,-3.8918202981106265
20190922,확보,1,-5.971261839790462
20190922,확대,1,-5.971261839790462
20190922,화제,1,-5.971261839790462
20190922,화재원인,2,-5.278114659230517
20190922,화재,11,-3.5733665669920915
20190922,화장실,6,-4.179502370562407
20190922,화인축,1,-5.971261839790462
20190922,화약류,2,-5.278114659230517
20190922,화약,2,-5.278114659230517
20190922,화성연쇄살인사건,4,-4.584967478670571
20190922,화성연쇄살인,1,-5.971261839790462
20190922,화성시,3,-4.872649551122352
20190922,화성사건,2,-5.278114659230517
20190922,화성군,1,-5.971261839790462
20190922,화성경찰서,1,-5.971261839790462
20190922,화성,17,-3.138048495734246
20190922,화북동,6,-4.179502370562407
20190922,화력발전소,1,-5.971261839790462
20190922,화고,1,-5.971261839790462
20190922,홍준표,5,-4.361823927356362
